airport_depart,airport_arrive,airline,num_layovers
ACY,ORD,Spirit Airlines,0
ACY,RSW,Spirit Airlines,0
ACY,TPA,Spirit Airlines,0
BOS,ACY,Spirit Airlines,0
BWI,MYR,Spirit Airlines,0
CRW,MYR,Spirit Airlines,0
DFW,MYR,Spirit Airlines,0
DFW,OAK,Spirit Airlines,0
DTW,ACY,Spirit Airlines,0
FLL,ACY,Spirit Airlines,0
FLL,IAG,Spirit Airlines,0
FLL,LAS,Spirit Airlines,0
FLL,LBE,Spirit Airlines,0
FLL,MYR,Spirit Airlines,0
FLL,STT,Spirit Airlines,0
IAG,FLL,Spirit Airlines,0
IAG,MYR,Spirit Airlines,0
IAH,LAS,Spirit Airlines,0
IAH,MCO,Spirit Airlines,0
LAS,FLL,Spirit Airlines,0
LAS,IAH,Spirit Airlines,0
LBE,FLL,Spirit Airlines,0
LBE,MCO,Spirit Airlines,0
LBE,MYR,Spirit Airlines,0
MCO,ACY,Spirit Airlines,0
MCO,IAH,Spirit Airlines,0
MCO,LBE,Spirit Airlines,0
MYR,ACY,Spirit Airlines,0
MYR,BWI,Spirit Airlines,0
MYR,CRW,Spirit Airlines,0
MYR,DFW,Spirit Airlines,0
MYR,FLL,Spirit Airlines,0
MYR,IAG,Spirit Airlines,0
MYR,LBE,Spirit Airlines,0
MYR,ORD,Spirit Airlines,0
MYR,PBG,Spirit Airlines,0
OAK,DFW,Spirit Airlines,0
OAK,ORD,Spirit Airlines,0
ORD,ACY,Spirit Airlines,0
ORD,MYR,Spirit Airlines,0
ORD,OAK,Spirit Airlines,0
PBG,MYR,Spirit Airlines,0
RSW,ACY,Spirit Airlines,0
STT,FLL,Spirit Airlines,0
TPA,ACY,Spirit Airlines,0
SFB,MIA,Arkefly,0
CLT,LUK,NA,0
CVG,MMU,NA,0
LUK,CLT,NA,0
LUK,MDW,NA,0
LUK,MMU,NA,0
MBL,MDW,NA,0
MDW,LUK,NA,0
MDW,MBL,NA,0
MMU,CVG,NA,0
MMU,LUK,NA,0
FAI,HKB,40-Mile Air,0
HKB,FAI,40-Mile Air,0
DCA,LAN,Sun Country Airlines,0
LAN,DCA,Sun Country Airlines,0
ACK,HPN,T.J. Air,0
ACK,TEB,T.J. Air,0
HPN,ACK,T.J. Air,0
TEB,ACK,T.J. Air,0
ABE,ORD,United Airlines,0
ABQ,IAH,United Airlines,0
ABQ,SFO,United Airlines,0
ACV,CEC,United Airlines,0
ACV,SFO,United Airlines,0
ACV,SMF,United Airlines,0
ACY,IAH,United Airlines,0
AEX,IAH,United Airlines,0
ALB,CLE,United Airlines,0
ALB,IAD,United Airlines,0
ALB,ORD,United Airlines,0
AMA,IAH,United Airlines,0
ANC,DEN,United Airlines,0
AOO,IAD,United Airlines,0
AOO,JST,United Airlines,0
ASE,DEN,United Airlines,0
ASE,LAX,United Airlines,0
ATW,ORD,United Airlines,0
AUS,CLE,United Airlines,0
AUS,EWR,United Airlines,0
AUS,IAD,United Airlines,0
AUS,IAH,United Airlines,0
AVL,ORD,United Airlines,0
AVP,ORD,United Airlines,0
BDL,IAD,United Airlines,0
BFD,CLE,United Airlines,0
BFD,JHW,United Airlines,0
BFL,DEN,United Airlines,0
BFL,IAH,United Airlines,0
BFL,LAX,United Airlines,0
BFL,SFO,United Airlines,0
BGM,IAD,United Airlines,0
BHM,DEN,United Airlines,0
BHM,IAH,United Airlines,0
BHM,ORD,United Airlines,0
BIL,DEN,United Airlines,0
BKW,IAD,United Airlines,0
BKW,SHD,United Airlines,0
BNA,CLE,United Airlines,0
BNA,EWR,United Airlines,0
BNA,IAD,United Airlines,0
BNA,IAH,United Airlines,0
BOI,LAX,United Airlines,0
BOI,ORD,United Airlines,0
BOI,SFO,United Airlines,0
BOS,CLE,United Airlines,0
BOS,IAH,United Airlines,0
BRO,IAH,United Airlines,0
BTR,IAH,United Airlines,0
BTV,EWR,United Airlines,0
BTV,IAD,United Airlines,0
BTV,ORD,United Airlines,0
BUF,CLE,United Airlines,0
BUF,EWR,United Airlines,0
BUF,IAD,United Airlines,0
BUR,DEN,United Airlines,0
BUR,SFO,United Airlines,0
BWI,EWR,United Airlines,0
BWI,IAH,United Airlines,0
BWI,SFO,United Airlines,0
BZN,ORD,United Airlines,0
CAE,IAD,United Airlines,0
CAE,IAH,United Airlines,0
CAE,ORD,United Airlines,0
CAK,ORD,United Airlines,0
CEC,ACV,United Airlines,0
CEC,SFO,United Airlines,0
CHO,IAD,United Airlines,0
CHS,CLE,United Airlines,0
CHS,EWR,United Airlines,0
CHS,IAD,United Airlines,0
CHS,IAH,United Airlines,0
CHS,ORD,United Airlines,0
CIC,SFO,United Airlines,0
CKB,IAD,United Airlines,0
CKB,MGW,United Airlines,0
CLD,LAX,United Airlines,0
CLE,ALB,United Airlines,0
CLE,AUS,United Airlines,0
CLE,BFD,United Airlines,0
CLE,BNA,United Airlines,0
CLE,BOS,United Airlines,0
CLE,BUF,United Airlines,0
CLE,BWI,United Airlines,0
CLE,CHS,United Airlines,0
CLE,CMH,United Airlines,0
CLE,DAY,United Airlines,0
CLE,DCA,United Airlines,0
CLE,DUJ,United Airlines,0
CLE,ERI,United Airlines,0
CLE,EWR,United Airlines,0
CLE,FKL,United Airlines,0
CLE,FLL,United Airlines,0
CLE,FNT,United Airlines,0
CLE,GRR,United Airlines,0
CLE,GSP,United Airlines,0
CLE,IAD,United Airlines,0
CLE,IAH,United Airlines,0
CLE,IND,United Airlines,0
CLE,JHW,United Airlines,0
CLE,LAS,United Airlines,0
CLE,LAX,United Airlines,0
CLE,MCI,United Airlines,0
CLE,MCO,United Airlines,0
CLE,MKE,United Airlines,0
CLE,MSY,United Airlines,0
CLE,PBI,United Airlines,0
CLE,PHX,United Airlines,0
CLE,PKB,United Airlines,0
CLE,RIC,United Airlines,0
CLE,ROC,United Airlines,0
CLE,RSW,United Airlines,0
CLE,SDF,United Airlines,0
CLE,SFO,United Airlines,0
CLE,STL,United Airlines,0
CLE,SYR,United Airlines,0
CLE,TPA,United Airlines,0
CLL,IAH,United Airlines,0
CMH,CLE,United Airlines,0
CMH,DEN,United Airlines,0
CMH,EWR,United Airlines,0
CMH,IAD,United Airlines,0
CMH,IAH,United Airlines,0
CMX,ORD,United Airlines,0
COD,DEN,United Airlines,0
COS,DEN,United Airlines,0
COS,IAD,United Airlines,0
COS,IAH,United Airlines,0
COS,LAX,United Airlines,0
COS,ORD,United Airlines,0
COS,SFO,United Airlines,0
CPR,DEN,United Airlines,0
CRP,IAH,United Airlines,0
CVG,IAD,United Airlines,0
DAL,IAH,United Airlines,0
DAY,CLE,United Airlines,0
DAY,DEN,United Airlines,0
DAY,EWR,United Airlines,0
DAY,IAD,United Airlines,0
DCA,CLE,United Airlines,0
DCA,EWR,United Airlines,0
DCA,IAH,United Airlines,0
DCA,SFO,United Airlines,0
DEN,ANC,United Airlines,0
DEN,ASE,United Airlines,0
DEN,BFL,United Airlines,0
DEN,BHM,United Airlines,0
DEN,BIL,United Airlines,0
DEN,BOI,United Airlines,0
DEN,BUR,United Airlines,0
DEN,COD,United Airlines,0
DEN,COS,United Airlines,0
DEN,CPR,United Airlines,0
DEN,DAY,United Airlines,0
DEN,DIK,United Airlines,0
DEN,DRO,United Airlines,0
DEN,EGE,United Airlines,0
DEN,ELP,United Airlines,0
DEN,EWR,United Airlines,0
DEN,FCA,United Airlines,0
DEN,GCC,United Airlines,0
DEN,GJT,United Airlines,0
DEN,GRR,United Airlines,0
DEN,GTF,United Airlines,0
DEN,GUC,United Airlines,0
DEN,HDN,United Airlines,0
DEN,HLN,United Airlines,0
DEN,HNL,United Airlines,0
DEN,HSV,United Airlines,0
DEN,IAD,United Airlines,0
DEN,ICT,United Airlines,0
DEN,IDA,United Airlines,0
DEN,ISN,United Airlines,0
DEN,JAC,United Airlines,0
DEN,KOA,United Airlines,0
DEN,LAR,United Airlines,0
DEN,LBB,United Airlines,0
DEN,LIH,United Airlines,0
DEN,LNK,United Airlines,0
DEN,MAF,United Airlines,0
DEN,MFR,United Airlines,0
DEN,MLI,United Airlines,0
DEN,MRY,United Airlines,0
DEN,MSO,United Airlines,0
DEN,MTJ,United Airlines,0
DEN,OGG,United Airlines,0
DEN,PIA,United Airlines,0
DEN,PIT,United Airlines,0
DEN,PSC,United Airlines,0
DEN,PUB,United Airlines,0
DEN,RAP,United Airlines,0
DEN,RDM,United Airlines,0
DEN,RKS,United Airlines,0
DEN,RNO,United Airlines,0
DEN,SAF,United Airlines,0
DEN,SDF,United Airlines,0
DEN,SGF,United Airlines,0
DEN,SGU,United Airlines,0
DEN,SHV,United Airlines,0
DEN,SJC,United Airlines,0
DEN,TUL,United Airlines,0
DEN,XNA,United Airlines,0
DIK,DEN,United Airlines,0
DLH,ORD,United Airlines,0
DRO,DEN,United Airlines,0
DSM,EWR,United Airlines,0
DSM,IAH,United Airlines,0
DUJ,CLE,United Airlines,0
DUJ,FKL,United Airlines,0
EAU,ORD,United Airlines,0
EGE,DEN,United Airlines,0
ELM,ORD,United Airlines,0
ELP,DEN,United Airlines,0
ELP,IAH,United Airlines,0
ERI,CLE,United Airlines,0
EUG,SFO,United Airlines,0
EWR,ALB,United Airlines,0
EWR,AUS,United Airlines,0
EWR,BTV,United Airlines,0
EWR,BUF,United Airlines,0
EWR,BWI,United Airlines,0
EWR,CHS,United Airlines,0
EWR,CLE,United Airlines,0
EWR,CMH,United Airlines,0
EWR,DAY,United Airlines,0
EWR,DCA,United Airlines,0
EWR,DEN,United Airlines,0
EWR,DSM,United Airlines,0
EWR,GRR,United Airlines,0
EWR,GSO,United Airlines,0
EWR,GSP,United Airlines,0
EWR,HNL,United Airlines,0
EWR,IAD,United Airlines,0
EWR,IAH,United Airlines,0
EWR,IND,United Airlines,0
EWR,ITH,United Airlines,0
EWR,JAX,United Airlines,0
EWR,LAS,United Airlines,0
EWR,LAX,United Airlines,0
EWR,MCI,United Airlines,0
EWR,MEM,United Airlines,0
EWR,MHT,United Airlines,0
EWR,MKE,United Airlines,0
EWR,MSN,United Airlines,0
EWR,MYR,United Airlines,0
EWR,OKC,United Airlines,0
EWR,OMA,United Airlines,0
EWR,ORF,United Airlines,0
EWR,PDX,United Airlines,0
EWR,PIT,United Airlines,0
EWR,PVD,United Airlines,0
EWR,PWM,United Airlines,0
EWR,RDU,United Airlines,0
EWR,RIC,United Airlines,0
EWR,ROC,United Airlines,0
EWR,SAN,United Airlines,0
EWR,SAT,United Airlines,0
EWR,SAV,United Airlines,0
EWR,SDF,United Airlines,0
EWR,SFO,United Airlines,0
EWR,SNA,United Airlines,0
EWR,STL,United Airlines,0
EWR,STT,United Airlines,0
EWR,SYR,United Airlines,0
EWR,TUL,United Airlines,0
EWR,TYS,United Airlines,0
EWR,XNA,United Airlines,0
FAT,SFO,United Airlines,0
FAY,IAD,United Airlines,0
FCA,DEN,United Airlines,0
FKL,CLE,United Airlines,0
FKL,DUJ,United Airlines,0
FLL,CLE,United Airlines,0
FLL,IAD,United Airlines,0
FLL,IAH,United Airlines,0
FNT,CLE,United Airlines,0
FOE,ORD,United Airlines,0
GCC,DEN,United Airlines,0
GJT,DEN,United Airlines,0
GJT,IAH,United Airlines,0
GPT,IAH,United Airlines,0
GRK,IAH,United Airlines,0
GRR,CLE,United Airlines,0
GRR,DEN,United Airlines,0
GRR,EWR,United Airlines,0
GRR,IAD,United Airlines,0
GRR,IAH,United Airlines,0
GSO,EWR,United Airlines,0
GSO,IAD,United Airlines,0
GSO,ORD,United Airlines,0
GSP,CLE,United Airlines,0
GSP,EWR,United Airlines,0
GSP,IAD,United Airlines,0
GSP,IAH,United Airlines,0
GSP,ORD,United Airlines,0
GTF,DEN,United Airlines,0
GUC,DEN,United Airlines,0
HDN,DEN,United Airlines,0
HLN,DEN,United Airlines,0
HNL,DEN,United Airlines,0
HNL,EWR,United Airlines,0
HNL,IAD,United Airlines,0
HNL,IAH,United Airlines,0
HNL,ORD,United Airlines,0
HOB,IAH,United Airlines,0
HRL,IAH,United Airlines,0
HSV,DEN,United Airlines,0
HSV,IAD,United Airlines,0
HSV,IAH,United Airlines,0
IAD,ALB,United Airlines,0
IAD,AOO,United Airlines,0
IAD,AUS,United Airlines,0
IAD,BDL,United Airlines,0
IAD,BGM,United Airlines,0
IAD,BKW,United Airlines,0
IAD,BNA,United Airlines,0
IAD,BTV,United Airlines,0
IAD,BUF,United Airlines,0
IAD,CAE,United Airlines,0
IAD,CHO,United Airlines,0
IAD,CHS,United Airlines,0
IAD,CLE,United Airlines,0
IAD,CMH,United Airlines,0
IAD,COS,United Airlines,0
IAD,CRW,United Airlines,0
IAD,CVG,United Airlines,0
IAD,DAY,United Airlines,0
IAD,EWR,United Airlines,0
IAD,FAY,United Airlines,0
IAD,FLL,United Airlines,0
IAD,GRR,United Airlines,0
IAD,GSO,United Airlines,0
IAD,GSP,United Airlines,0
IAD,HNL,United Airlines,0
IAD,HSV,United Airlines,0
IAD,IAH,United Airlines,0
IAD,IND,United Airlines,0
IAD,JAX,United Airlines,0
IAD,JST,United Airlines,0
IAD,LAS,United Airlines,0
IAD,LGA,United Airlines,0
IAD,LWB,United Airlines,0
IAD,MCI,United Airlines,0
IAD,MCO,United Airlines,0
IAD,MDT,United Airlines,0
IAD,MGW,United Airlines,0
IAD,OKC,United Airlines,0
IAD,OMA,United Airlines,0
IAD,ORD,United Airlines,0
IAD,ORF,United Airlines,0
IAD,PDX,United Airlines,0
IAD,PHL,United Airlines,0
IAD,PHX,United Airlines,0
IAD,PIT,United Airlines,0
IAD,PVD,United Airlines,0
IAD,PWM,United Airlines,0
IAD,RDU,United Airlines,0
IAD,RIC,United Airlines,0
IAD,ROA,United Airlines,0
IAD,ROC,United Airlines,0
IAD,SAN,United Airlines,0
IAD,SAT,United Airlines,0
IAD,SAV,United Airlines,0
IAD,SCE,United Airlines,0
IAD,SDF,United Airlines,0
IAD,SEA,United Airlines,0
IAD,SFO,United Airlines,0
IAD,SHD,United Airlines,0
IAD,SMF,United Airlines,0
IAD,STL,United Airlines,0
IAD,STT,United Airlines,0
IAD,SYR,United Airlines,0
IAD,TUL,United Airlines,0
IAD,TYS,United Airlines,0
IAH,ABQ,United Airlines,0
IAH,ACY,United Airlines,0
IAH,AEX,United Airlines,0
IAH,AMA,United Airlines,0
IAH,AUS,United Airlines,0
IAH,BFL,United Airlines,0
IAH,BHM,United Airlines,0
IAH,BNA,United Airlines,0
IAH,BOS,United Airlines,0
IAH,BRO,United Airlines,0
IAH,BTR,United Airlines,0
IAH,BWI,United Airlines,0
IAH,CAE,United Airlines,0
IAH,CHS,United Airlines,0
IAH,CLE,United Airlines,0
IAH,CLL,United Airlines,0
IAH,CMH,United Airlines,0
IAH,COS,United Airlines,0
IAH,CRP,United Airlines,0
IAH,CRW,United Airlines,0
IAH,DAL,United Airlines,0
IAH,DCA,United Airlines,0
IAH,DSM,United Airlines,0
IAH,ELP,United Airlines,0
IAH,EWR,United Airlines,0
IAH,FLL,United Airlines,0
IAH,GJT,United Airlines,0
IAH,GPT,United Airlines,0
IAH,GRK,United Airlines,0
IAH,GRR,United Airlines,0
IAH,GSP,United Airlines,0
IAH,HNL,United Airlines,0
IAH,HOB,United Airlines,0
IAH,HRL,United Airlines,0
IAH,HSV,United Airlines,0
IAH,IAD,United Airlines,0
IAH,ICT,United Airlines,0
IAH,IND,United Airlines,0
IAH,JAN,United Airlines,0
IAH,JAX,United Airlines,0
IAH,LBB,United Airlines,0
IAH,LCH,United Airlines,0
IAH,LEX,United Airlines,0
IAH,LFT,United Airlines,0
IAH,LIT,United Airlines,0
IAH,LRD,United Airlines,0
IAH,MAF,United Airlines,0
IAH,MCI,United Airlines,0
IAH,MFE,United Airlines,0
IAH,MKE,United Airlines,0
IAH,MLU,United Airlines,0
IAH,MOB,United Airlines,0
IAH,OKC,United Airlines,0
IAH,OMA,United Airlines,0
IAH,ONT,United Airlines,0
IAH,ORF,United Airlines,0
IAH,PBI,United Airlines,0
IAH,PDX,United Airlines,0
IAH,PIT,United Airlines,0
IAH,PNS,United Airlines,0
IAH,PSP,United Airlines,0
IAH,RDU,United Airlines,0
IAH,RIC,United Airlines,0
IAH,RSW,United Airlines,0
IAH,SAN,United Airlines,0
IAH,SAT,United Airlines,0
IAH,SAV,United Airlines,0
IAH,SDF,United Airlines,0
IAH,SHV,United Airlines,0
IAH,SJC,United Airlines,0
IAH,SMF,United Airlines,0
IAH,SNA,United Airlines,0
IAH,STL,United Airlines,0
IAH,TPA,United Airlines,0
IAH,TUL,United Airlines,0
IAH,TUS,United Airlines,0
IAH,TYR,United Airlines,0
IAH,TYS,United Airlines,0
IAH,VPS,United Airlines,0
IAH,XNA,United Airlines,0
ICT,DEN,United Airlines,0
ICT,IAH,United Airlines,0
ICT,LAX,United Airlines,0
IDA,DEN,United Airlines,0
IND,CLE,United Airlines,0
IND,EWR,United Airlines,0
IND,IAD,United Airlines,0
IND,IAH,United Airlines,0
IND,SFO,United Airlines,0
ISN,DEN,United Airlines,0
ITH,EWR,United Airlines,0
ITO,LAX,United Airlines,0
JAC,DEN,United Airlines,0
JAN,IAH,United Airlines,0
JAN,ORD,United Airlines,0
JAX,EWR,United Airlines,0
JAX,IAD,United Airlines,0
JAX,IAH,United Airlines,0
JHW,BFD,United Airlines,0
JHW,CLE,United Airlines,0
JST,AOO,United Airlines,0
JST,IAD,United Airlines,0
KOA,DEN,United Airlines,0
KOA,SFO,United Airlines,0
LAN,ORD,United Airlines,0
LAR,DEN,United Airlines,0
LAS,CLE,United Airlines,0
LAS,EWR,United Airlines,0
LAS,IAD,United Airlines,0
LAS,PSP,United Airlines,0
LAX,ASE,United Airlines,0
LAX,BFL,United Airlines,0
LAX,BOI,United Airlines,0
LAX,BWI,United Airlines,0
LAX,CLD,United Airlines,0
LAX,CLE,United Airlines,0
LAX,COS,United Airlines,0
LAX,EWR,United Airlines,0
LAX,ICT,United Airlines,0
LAX,ITO,United Airlines,0
LAX,PSP,United Airlines,0
LAX,SAT,United Airlines,0
LAX,SBA,United Airlines,0
LAX,SBP,United Airlines,0
LAX,SMX,United Airlines,0
LAX,YUM,United Airlines,0
LBB,DEN,United Airlines,0
LBB,IAH,United Airlines,0
LCH,IAH,United Airlines,0
LEX,IAH,United Airlines,0
LFT,IAH,United Airlines,0
LGA,IAD,United Airlines,0
LIH,DEN,United Airlines,0
LIH,SFO,United Airlines,0
LIT,IAH,United Airlines,0
LMT,PDX,United Airlines,0
LMT,SFO,United Airlines,0
LNK,DEN,United Airlines,0
LNK,ORD,United Airlines,0
LRD,IAH,United Airlines,0
LWB,IAD,United Airlines,0
MAF,DEN,United Airlines,0
MAF,IAH,United Airlines,0
MBS,ORD,United Airlines,0
MCI,CLE,United Airlines,0
MCI,EWR,United Airlines,0
MCI,IAD,United Airlines,0
MCI,IAH,United Airlines,0
MCO,CLE,United Airlines,0
MCO,IAD,United Airlines,0
MCO,SFO,United Airlines,0
MDT,IAD,United Airlines,0
MEM,EWR,United Airlines,0
MFE,IAH,United Airlines,0
MFR,DEN,United Airlines,0
MFR,SFO,United Airlines,0
MGW,CKB,United Airlines,0
MGW,IAD,United Airlines,0
MHT,EWR,United Airlines,0
MHT,ORD,United Airlines,0
MKE,CLE,United Airlines,0
MKE,EWR,United Airlines,0
MKE,IAH,United Airlines,0
MKG,ORD,United Airlines,0
MLI,DEN,United Airlines,0
MLU,IAH,United Airlines,0
MOB,IAH,United Airlines,0
MOB,ORD,United Airlines,0
MOD,SFO,United Airlines,0
MRY,DEN,United Airlines,0
MRY,SFO,United Airlines,0
MSN,EWR,United Airlines,0
MSO,DEN,United Airlines,0
MSY,CLE,United Airlines,0
MSY,SFO,United Airlines,0
MTJ,DEN,United Airlines,0
MYR,EWR,United Airlines,0
OGG,DEN,United Airlines,0
OGG,ORD,United Airlines,0
OGG,SFO,United Airlines,0
OKC,EWR,United Airlines,0
OKC,IAD,United Airlines,0
OKC,IAH,United Airlines,0
OKC,SFO,United Airlines,0
OMA,EWR,United Airlines,0
OMA,IAH,United Airlines,0
ONT,IAH,United Airlines,0
ONT,SFO,United Airlines,0
ORD,ABE,United Airlines,0
ORD,ALB,United Airlines,0
ORD,ATW,United Airlines,0
ORD,AVL,United Airlines,0
ORD,AVP,United Airlines,0
ORD,BHM,United Airlines,0
ORD,BOI,United Airlines,0
ORD,BTV,United Airlines,0
ORD,BZN,United Airlines,0
ORD,CAE,United Airlines,0
ORD,CAK,United Airlines,0
ORD,CHS,United Airlines,0
ORD,CMX,United Airlines,0
ORD,COS,United Airlines,0
ORD,CRW,United Airlines,0
ORD,DLH,United Airlines,0
ORD,EAU,United Airlines,0
ORD,ELM,United Airlines,0
ORD,FOE,United Airlines,0
ORD,GSO,United Airlines,0
ORD,GSP,United Airlines,0
ORD,HNL,United Airlines,0
ORD,IAD,United Airlines,0
ORD,JAN,United Airlines,0
ORD,LAN,United Airlines,0
ORD,LNK,United Airlines,0
ORD,MBS,United Airlines,0
ORD,MHT,United Airlines,0
ORD,MKG,United Airlines,0
ORD,MOB,United Airlines,0
ORD,OGG,United Airlines,0
ORD,ORF,United Airlines,0
ORD,PAH,United Airlines,0
ORD,PNS,United Airlines,0
ORD,PVD,United Airlines,0
ORD,PWM,United Airlines,0
ORD,RAP,United Airlines,0
ORD,ROA,United Airlines,0
ORD,SAV,United Airlines,0
ORD,SBN,United Airlines,0
ORD,SCE,United Airlines,0
ORD,SMF,United Airlines,0
ORD,SPI,United Airlines,0
ORD,SRQ,United Airlines,0
ORD,STC,United Airlines,0
ORD,STT,United Airlines,0
ORF,EWR,United Airlines,0
ORF,IAD,United Airlines,0
ORF,IAH,United Airlines,0
ORF,ORD,United Airlines,0
OTH,SFO,United Airlines,0
PAH,ORD,United Airlines,0
PBI,CLE,United Airlines,0
PBI,IAH,United Airlines,0
PDX,EWR,United Airlines,0
PDX,IAD,United Airlines,0
PDX,IAH,United Airlines,0
PDX,LMT,United Airlines,0
PHL,IAD,United Airlines,0
PHX,CLE,United Airlines,0
PHX,IAD,United Airlines,0
PIA,DEN,United Airlines,0
PIT,DEN,United Airlines,0
PIT,EWR,United Airlines,0
PIT,IAD,United Airlines,0
PIT,IAH,United Airlines,0
PIT,SFO,United Airlines,0
PKB,CLE,United Airlines,0
PNS,IAH,United Airlines,0
PNS,ORD,United Airlines,0
PSC,DEN,United Airlines,0
PSC,SFO,United Airlines,0
PSP,IAH,United Airlines,0
PSP,LAS,United Airlines,0
PSP,LAX,United Airlines,0
PUB,DEN,United Airlines,0
PVD,EWR,United Airlines,0
PVD,IAD,United Airlines,0
PVD,ORD,United Airlines,0
RAP,DEN,United Airlines,0
RAP,ORD,United Airlines,0
RDD,SFO,United Airlines,0
RDM,DEN,United Airlines,0
RDM,SFO,United Airlines,0
RDU,EWR,United Airlines,0
RDU,IAD,United Airlines,0
RDU,IAH,United Airlines,0
RIC,CLE,United Airlines,0
RIC,EWR,United Airlines,0
RIC,IAD,United Airlines,0
RIC,IAH,United Airlines,0
RKS,DEN,United Airlines,0
RNO,SFO,United Airlines,0
ROA,IAD,United Airlines,0
ROA,ORD,United Airlines,0
ROC,CLE,United Airlines,0
ROC,EWR,United Airlines,0
ROC,IAD,United Airlines,0
RSW,CLE,United Airlines,0
RSW,IAH,United Airlines,0
SAF,DEN,United Airlines,0
SAN,EWR,United Airlines,0
SAN,IAD,United Airlines,0
SAN,IAH,United Airlines,0
SAN,SFO,United Airlines,0
SAT,EWR,United Airlines,0
SAT,IAD,United Airlines,0
SAT,IAH,United Airlines,0
SAT,SFO,United Airlines,0
SAV,EWR,United Airlines,0
SAV,IAD,United Airlines,0
SAV,IAH,United Airlines,0
SAV,ORD,United Airlines,0
SBA,LAX,United Airlines,0
SBA,SFO,United Airlines,0
SBN,ORD,United Airlines,0
SBP,LAX,United Airlines,0
SBP,SFO,United Airlines,0
SCE,IAD,United Airlines,0
SCE,ORD,United Airlines,0
SDF,CLE,United Airlines,0
SDF,DEN,United Airlines,0
SDF,EWR,United Airlines,0
SDF,IAD,United Airlines,0
SDF,IAH,United Airlines,0
SEA,IAD,United Airlines,0
SFO,ABQ,United Airlines,0
SFO,ACV,United Airlines,0
SFO,BFL,United Airlines,0
SFO,BOI,United Airlines,0
SFO,BUR,United Airlines,0
SFO,BWI,United Airlines,0
SFO,CEC,United Airlines,0
SFO,CIC,United Airlines,0
SFO,CLE,United Airlines,0
SFO,COS,United Airlines,0
SFO,DCA,United Airlines,0
SFO,EUG,United Airlines,0
SFO,EWR,United Airlines,0
SFO,FAT,United Airlines,0
SFO,IAD,United Airlines,0
SFO,IAH,United Airlines,0
SFO,IND,United Airlines,0
SFO,KOA,United Airlines,0
SFO,LIH,United Airlines,0
SFO,LMT,United Airlines,0
SFO,MCI,United Airlines,0
SFO,MCO,United Airlines,0
SFO,MFR,United Airlines,0
SFO,MOD,United Airlines,0
SFO,MRY,United Airlines,0
SFO,MSY,United Airlines,0
SFO,OGG,United Airlines,0
SFO,OKC,United Airlines,0
SFO,ONT,United Airlines,0
SFO,OTH,United Airlines,0
SFO,PIT,United Airlines,0
SFO,PSC,United Airlines,0
SFO,RDD,United Airlines,0
SFO,RDM,United Airlines,0
SFO,RDU,United Airlines,0
SFO,RNO,United Airlines,0
SFO,SAN,United Airlines,0
SFO,SAT,United Airlines,0
SFO,SBA,United Airlines,0
SFO,SBP,United Airlines,0
SFO,SMF,United Airlines,0
SFO,SNA,United Airlines,0
SFO,STL,United Airlines,0
SFO,TUS,United Airlines,0
SGF,DEN,United Airlines,0
SGU,DEN,United Airlines,0
SHD,IAD,United Airlines,0
SHV,DEN,United Airlines,0
SHV,IAH,United Airlines,0
SJC,IAH,United Airlines,0
SMF,ACV,United Airlines,0
SMF,IAD,United Airlines,0
SMF,IAH,United Airlines,0
SMF,ORD,United Airlines,0
SMF,SFO,United Airlines,0
SMX,LAX,United Airlines,0
SNA,EWR,United Airlines,0
SNA,IAH,United Airlines,0
SRQ,ORD,United Airlines,0
STC,ORD,United Airlines,0
STL,CLE,United Airlines,0
STL,EWR,United Airlines,0
STL,IAD,United Airlines,0
STL,IAH,United Airlines,0
STL,SFO,United Airlines,0
STT,EWR,United Airlines,0
STT,IAD,United Airlines,0
STT,ORD,United Airlines,0
SYR,CLE,United Airlines,0
SYR,EWR,United Airlines,0
SYR,IAD,United Airlines,0
TPA,CLE,United Airlines,0
TPA,IAD,United Airlines,0
TPA,IAH,United Airlines,0
TUL,EWR,United Airlines,0
TUL,IAD,United Airlines,0
TUL,IAH,United Airlines,0
TUS,DEN,United Airlines,0
TUS,IAH,United Airlines,0
TUS,SFO,United Airlines,0
TYR,IAH,United Airlines,0
TYS,EWR,United Airlines,0
TYS,IAD,United Airlines,0
TYS,IAH,United Airlines,0
VPS,IAH,United Airlines,0
XNA,DEN,United Airlines,0
XNA,EWR,United Airlines,0
XNA,IAH,United Airlines,0
YUM,LAX,United Airlines,0
ABQ,BWI,Southwest Airlines,0
ABQ,DAL,Southwest Airlines,0
ABQ,HOU,Southwest Airlines,0
ABQ,OAK,Southwest Airlines,0
ABQ,SAN,Southwest Airlines,0
ABQ,SEA,Southwest Airlines,0
ALB,LAS,Southwest Airlines,0
ALB,MCO,Southwest Airlines,0
AMA,LAS,Southwest Airlines,0
AUS,BNA,Southwest Airlines,0
AUS,BWI,Southwest Airlines,0
AUS,DAL,Southwest Airlines,0
AUS,DCA,Southwest Airlines,0
AUS,HOU,Southwest Airlines,0
AUS,LBB,Southwest Airlines,0
AUS,SAN,Southwest Airlines,0
AUS,TPA,Southwest Airlines,0
BDL,DEN,Southwest Airlines,0
BDL,LAS,Southwest Airlines,0
BDL,RSW,Southwest Airlines,0
BHM,HOU,Southwest Airlines,0
BHM,MDW,Southwest Airlines,0
