"Park_Code","Title","Duration","Short_Description","Image_URL","Record_Type"
"fomc","Ranger's Choice Programs","25-45 Minutes","Daily programs being offered at Fort McHenry NM&HS!","https://www.nps.gov/common/uploads/cropped_image/1FC287E7-0621-1176-6CEBB1200C6FF26E.jpg","Thing To Do"
"fomc","War on the Chesapeake","30-45 Minutes","This free 45-minute ranger program focuses on the Chesapeake Campaign of the War of 1812. Follow a dramatic story of devastating British raids and the American response, culminating in Baltimore at North Point, Hampstead Hill and Fort McHenry. Discover how Chesapeake victories ignited a surge of national pride, making Fort McHenry an enduring symbol of American resilience.","https://www.nps.gov/common/uploads/cropped_image/004D5BCC-CC9A-58D2-99177036DB5763C1.jpg","Thing To Do"
"fone","Becoming George Washington","10","Stops 101 to 107 are more specifically focused on George Washington's involvement in the battle at Fort Necessity.",NA,"Tour"
"fone","Fort Necessity National Battlefield","25","Introduction to visiting Fort Necessity NB","https://www.nps.gov/common/uploads/tours/C6CC27C8-AB53-9BB3-196F3FFE6FF59823.jpg","Tour"
"fopo","Fort Point: Guardian of the Gate","1","Learn about Fort Point's service to the nation. Its powerful guns, massive walls, and determined soldiers stood vigilant and served as a deterrent to any would be aggressor.","https://www.nps.gov/common/uploads/tours/82FC2DDF-0612-8B77-D8FE190F3A269DE4.jpg","Tour"
"fopu","Fort Pulaski Trails Self-Guided Tour","1","Explore Fort Pulaski and Cockspur Island's history with this tour of the park's trails. Tour begins outside the Visitor Center near the moat.","https://www.nps.gov/common/uploads/tours/C2802084-B37F-183E-E5FF53971626A4ED.jpg","Tour"
"fora","A Tour Through Time","1","Explore the many layers of history at Fort Raleigh while enjoying the unique maritime forest and beautiful views of the water.","https://www.nps.gov/common/uploads/tours/BDC1BB9D-0CF8-21A5-6C3B0AF6ED18DC26.jpg","Tour"
"fosc","Dragoon Barracks Tour","10","The Dragoon Barracks at Fort Scott National Historic Site is currently closed to the public. However, you can still learn more about and view the rooms in the building by taking this tour. The directions between stops are for normal operations. Each room of the Dragoon Barracks provided the soldier with necessities that enabled him to do his duty.","https://www.nps.gov/common/uploads/tours/B2997466-08A8-E8BB-02AA609FCD1B98B8.jpg","Tour"
"fosm","First Fort Smith","30","Discover the history of the first Fort Smith and the challenges faced by the soldiers who established it. The first fort site is located roughly 300 yards west of the visitor center at Belle Point, overlooking the Arkansas and Poteau Rivers. Take a moment to read the wayside panels and tap “Explore This Location” for more information at each stop.","https://www.nps.gov/common/uploads/tours/E9260CA0-BB6A-A34C-D2F7BDBC9D7D8F91.jpg","Tour"
"fosm","Fort Smith During the Civil War","45","Discover the role Fort Smith played during the Civil War. Each stop will have a question to encourage conversations while on the tour.","https://www.nps.gov/common/uploads/tours/4590CC48-CDF2-041E-D9753F8C7662E2BB.jpg","Tour"
"fosm","Park Passport Stamps at Fort Smith NHS","2-15 Minutes","Stamp your passport! Stamps are available inside the visitor center lobby at Fort Smith National Historic Site.","https://www.nps.gov/common/uploads/cropped_image/3E80982D-C9D0-36C8-9C0DE70BEABD0706.jpg","Thing To Do"
"fost","A Forgotten Civil War: The Revolution in the Mohawk Valley","15-30 Minutes","Explore this exhibit and meet the people of the Mohawk Valley. Discover how the American Revolutionary War affected their lives. Who really won or lost? What did ""victory"" cost them? Was it worth it? You be the judge.","https://www.nps.gov/common/uploads/cropped_image/4714C838-ED33-01C6-E4ED00EF6247CBCA.jpg","Thing To Do"
"fost","Colonial Dress-Up Trunk","5-15 Minutes","You can dress up like a real colonial person during your visit to Fort Stanwix National Monument!","https://www.nps.gov/common/uploads/cropped_image/524EBFAE-B9E4-0B4E-4C61903BBCED0D0B.jpg","Thing To Do"
"fost","Exhibits, Artifacts, & Park Films","15-120 Minutes","There are several videos available at the park visitor center that detail the history of the American Revolution in the Mohawk Valley.","https://www.nps.gov/common/uploads/cropped_image/0B942424-B8EE-D459-A8AAD71A4BA8A740.jpg","Thing To Do"
"fost","Fort Film: ""I Am So Wore Out with Fatigue""","18 Minutes","What was a typical day like for a Continental Soldier on the New York frontier after the Siege of 1777? Routine, work, and fear were common. As was doubt.  This 18 minute film tells the story of the garrison of Fort Schuyler from the perspective of a regular soldier.","https://www.nps.gov/common/uploads/cropped_image/ABF7F5D4-A94F-F8A9-7FD92C57F27CEDA2.jpg","Thing To Do"
"fost","Fort Stanwix B.A.R.K. Rangers!","","Did you know that dogs are welcome to visit Fort Stanwix National Monument with their special people? Learn the rules of B.A.R.K., participate in two activities below, and take the oath to become a Bark Ranger! You can also visit the ranger station inside the historic fort for a special B.A.R.K. Ranger stamp!","https://www.nps.gov/common/uploads/cropped_image/9B3802E3-9711-1ACB-4DF88385A8DAED55.jpg","Thing To Do"
"fost","Fort Stanwix Room Tour","30","Explore the various rooms inside the recreated Fort Stanwix. Learn about the people who lived within and their stories.","https://www.nps.gov/common/uploads/tours/D1973B8C-D224-2123-9CBD6664263DA10D.jpg","Tour"
"fost","Historic Fort Self-Guided Tour","20-60 Minutes","A self-guided room tour guide can be found inside the park brochure or provided by a ranger upon entry to the park.","https://www.nps.gov/common/uploads/cropped_image/6F1B61EA-F5A4-EDF7-F508762CC91F4511.jpg","Thing To Do"
"fost","Puzzle Discovery Adventure","25","Perfect for families exploring the fort with little ones or aspiring Junior Rangers! This special tour has questions and riddles to help them learn more about the history. Start your adventure in the fort by visiting each of the fort’s rooms and reading the information signs at each spot. These signs will provide answers to each of the quest questions. When you’ve answered each of the fort questions, your adventure takes you outside of the fort to other interesting places nearby.","https://www.nps.gov/common/uploads/tours/DA84B398-0096-18D5-5F3B24087DE2082A.jpg","Tour"
"foth","Civil War Washington Tour","2","Journey back in time, as Ranger Layton from Ford's Theatre National Historic Site guides you on a walking tour around Downtown Washington, DC. You will learn about what life was like in Washington during the American Civil War. The walking tour is about 2 miles and will take you about 3 hours to do. It starts at the Willard Hotel and ends at Ford's Theatre.","https://www.nps.gov/common/uploads/tours/2E5A0EBE-E928-7749-2EE809320F739707.jpg","Tour"
"fous","Outpost on the Missouri Self-Guided Tour","30","Outpost on the Missouri Self-Guided Tour takes visitors through the reconstructed historic site. This roughly 1/3 mile tour utilizes a cement walkway, packed gravel, and prairie grass for travel paths and includes one elevation rise (hill) of approximately 20 feet.","https://www.nps.gov/common/uploads/tours/20DFC528-FD7C-94D3-0EA53C85ED30F448.jpg","Tour"
"fowa","Collect all the National Capital Parks - East Passport Stamps","5-10 Minutes","Start your stamp collection and celebrate every park you visit! Explore historic sites and scenic parks managed by National Capital Parks - East and collect a unique stamp at each one.","https://www.nps.gov/common/uploads/cropped_image/08672F5E-F2EA-FB1F-D554059B400A0EDD.jpg","Thing To Do"
"fowa","Junior Ranger Programs at National Capital Parks - East","30-90 Minutes","Become a Junior Ranger at parks across National Capital Parks – East! Explore, complete a booklet, and earn badges and certificates along the way!","https://www.nps.gov/common/uploads/cropped_image/DC76130F-EB19-5594-520EFD2DE76D1D8E.jpg","Thing To Do"
"fowa","Watch an Artillery Demonstration at Fort Washington Park","15-90 Minutes","Ever wonder how Civil War cannons were fired? Visit the park the first Sunday of every month from May to November to watch the Fort Washington Guard demonstrate and explain the procedures used during the muzzle-loading era of American Artillery. ","https://www.nps.gov/common/uploads/cropped_image/89C4DC4E-1DD8-B71B-0BAC07ED10B9EE3F.jpg","Thing To Do"
"frde","Franklin Delano Roosevel Memorial Site Tour","20","Take a virtual walking tour of the Franklin Delano Roosevelt Memorial, a seven-acre landscape of stone, water, and sculpture along the Tidal Basin. Four outdoor “rooms” trace FDR’s presidency, with waterfalls that shift from steady to chaotic to still, symbolizing the nation’s path from the Great Depression through World War II to his death in 1945. Quotes carved in granite and powerful imagery bring to life the words and struggles of America’s only four-term president.","https://www.nps.gov/common/uploads/tours/0990371A-B6F6-8E67-0BB5825688D46714.jpg","Tour"
"frdo","Collect all the National Capital Parks - East Passport Stamps","5-10 Minutes","Start your stamp collection and celebrate every park you visit! Explore historic sites and scenic parks managed by National Capital Parks - East and collect a unique stamp at each one.","https://www.nps.gov/common/uploads/cropped_image/08672F5E-F2EA-FB1F-D554059B400A0EDD.jpg","Thing To Do"
"frdo","Frederick Douglass's Journey: As He Saw It & How Others Saw Him","5","In ""Frederick Douglass's Journey,"" you will hear many of the significant moments in Mr. Douglass's life, often as remembered by him. The historical writings of others who knew him will fill in the narrative as you travel across some of the highlights of this human rights champion's 77 years of life. Explore a deeper look beneath the surface level at what motivated Frederick Douglass, and find plenty of places to continue your own journey further. What motivates you?","https://www.nps.gov/common/uploads/tours/2BDE3F92-EC2B-45F5-2783372EE5452305.jpg","Tour"
"frdo","Junior Ranger Programs at National Capital Parks - East","30-90 Minutes","Become a Junior Ranger at parks across National Capital Parks – East! Explore, complete a booklet, and earn badges and certificates along the way!","https://www.nps.gov/common/uploads/cropped_image/DC76130F-EB19-5594-520EFD2DE76D1D8E.jpg","Thing To Do"
"frla","Emerald Necklace","30","The richly varied parks of the Emerald Necklace reflect people's very different attitudes about, and uses of, landscapes across more than four centuries-from the colonists of the 1600s to the ""father of landscape architecture"" in America, Frederick Law Olmsted, in the late 1800s, to the present day.","https://www.nps.gov/common/uploads/tours/63008E80-FE89-C5CF-600CB07316FDCE99.jpg","Tour"
"frsp","Chancellorsville: Driving Tour","1","From April 30-May 6, 1863, the Battle of Chancellorsville raged in the area called the Wilderness. For Confederates, this victory provided a distraction from a crumbling home front and hope that Northern support for the war would falter. What were the consequences of the Battle of Chancellorsville? This tour follows the route indicted by the numbered stops on the circular battlefield tour signs on the park map and out in the landscape, including shared public roads that move at high speeds. Drive carefully.","https://www.nps.gov/common/uploads/tours/13A91F6A-0583-D586-E4E29685F8D115FD.jpg","Tour"
